valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,popExtrapolation,totalConsultationsExtrapolation,incValue,prctConsultations,prct,trend,dataComplete
consultations,2020-W31,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,0,42504.9,2865.9,0,0,0,falling,TRUE
consultations,2020-W31,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W32,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,44.5,9865.9,541.6,10.14,0.18,3.8,stagnant,TRUE
consultations,2020-W32,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,356.5,28761.1,929.1,24.34,0.75,30.4,stagnant,TRUE
consultations,2020-W32,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,461.4,83807.1,3431.1,10.74,0.26,39.4,stagnant,TRUE
consultations,2020-W32,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,0,18950.1,599.4,0,0,0,falling,TRUE
consultations,2020-W32,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,308.6,31823.4,2753.8,18.85,0.22,26.4,rising,TRUE
consultations,2020-W32,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W33,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,85.9,10227.4,682.9,19.56,0.29,4.5,rising,TRUE
consultations,2020-W33,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,566.4,28448.1,1054.4,38.67,1.04,29.6,rising,TRUE
consultations,2020-W33,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1163.3,81232.4,3782.9,27.08,0.58,60.8,rising,TRUE
consultations,2020-W33,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,45.1,19344.7,729.6,5.17,0.14,2.4,rising,TRUE
consultations,2020-W33,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,53.5,30574.6,3015.1,3.27,0.03,2.8,stagnant,TRUE
consultations,2020-W33,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W34,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,39.3,11174.4,896.1,8.95,0.11,1.4,falling,TRUE
consultations,2020-W34,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,779,30079.7,1259.2,53.19,1.27,27.4,rising,TRUE
consultations,2020-W34,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1571,84771.7,4479.8,36.57,0.69,55.3,rising,TRUE
consultations,2020-W34,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,245,21385.8,970.7,28.06,0.62,8.6,rising,TRUE
consultations,2020-W34,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,204.1,32064.7,3600.2,12.47,0.11,7.2,stagnant,TRUE
consultations,2020-W34,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W35,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,124.4,10584.1,882.2,28.34,0.34,3.3,rising,TRUE
consultations,2020-W35,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,1108.6,30388.6,1293.9,75.69,1.78,29.8,rising,TRUE
consultations,2020-W35,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1935.3,86576.5,4625.1,45.05,0.84,52,rising,TRUE
consultations,2020-W35,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,257,20383.2,967.3,29.44,0.62,6.9,stagnant,TRUE
consultations,2020-W35,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,299.1,32848.8,3738.5,18.27,0.16,8,rising,TRUE
consultations,2020-W35,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W36,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,78.1,11243.5,928.6,17.79,0.22,1.4,stagnant,TRUE
consultations,2020-W36,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,1419.5,30953.2,1286.6,96.92,2.33,26.1,rising,TRUE
consultations,2020-W36,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,3180.2,87804.7,4541.4,74.03,1.43,58.5,rising,TRUE
consultations,2020-W36,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,563.7,21681.6,1033.2,64.57,1.36,10.4,rising,TRUE
consultations,2020-W36,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,196.6,33306.9,3653.2,12.01,0.11,3.6,stagnant,TRUE
consultations,2020-W36,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W37,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,0,11565.9,1020.8,0,0,0,falling,TRUE
consultations,2020-W37,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,1695.4,30236.3,1311.2,115.76,2.67,34.6,rising,TRUE
consultations,2020-W37,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,2179.3,84768.4,4562.6,50.73,0.94,44.5,stagnant,TRUE
consultations,2020-W37,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,512.9,22122.4,1115.7,58.76,1.17,10.5,stagnant,TRUE
consultations,2020-W37,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,508.4,32196.1,3676.9,31.06,0.27,10.4,rising,TRUE
consultations,2020-W37,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W38,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,39.2,11203.2,935.3,8.93,0.11,0.9,stagnant,TRUE
consultations,2020-W38,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,1521.4,31767.1,1365,103.88,2.42,33.9,stagnant,TRUE
consultations,2020-W38,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,2089.5,90454.8,4879.6,48.64,0.9,46.6,stagnant,TRUE
consultations,2020-W38,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,404,21606.7,1041.8,46.28,0.96,9,falling,TRUE
consultations,2020-W38,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,429.7,34284.1,3915.3,26.25,0.23,9.6,stagnant,TRUE
consultations,2020-W38,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W39,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,0,10306.4,820.1,0,0,0,falling,TRUE
consultations,2020-W39,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,1433,29641.3,1284.7,97.84,2.26,35,stagnant,TRUE
consultations,2020-W39,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1970.5,85028.8,4621.5,45.87,0.84,48.1,stagnant,TRUE
consultations,2020-W39,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,131.8,19861.1,919.2,15.1,0.33,3.2,falling,TRUE
consultations,2020-W39,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,561.6,32062.1,3665.5,34.31,0.3,13.7,rising,TRUE
consultations,2020-W39,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W40,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,90.6,9692.5,694.2,20.63,0.29,2.1,rising,TRUE
consultations,2020-W40,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,1332.2,29683.1,1160.4,90.96,2.33,30.5,stagnant,TRUE
consultations,2020-W40,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,2217.1,85256,4171.4,51.61,1.05,50.8,stagnant,TRUE
consultations,2020-W40,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,371.7,18789.3,801.3,42.58,1,8.5,stagnant,TRUE
consultations,2020-W40,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,356.9,32116.8,3300.6,21.8,0.21,8.2,falling,TRUE
consultations,2020-W40,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W41,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,75.9,11576.3,759.3,17.28,0.26,1.7,stagnant,TRUE
consultations,2020-W41,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,1302.9,26978.4,906.1,88.96,2.65,29.9,stagnant,TRUE
consultations,2020-W41,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,2207.6,73947.2,3181.7,51.39,1.19,50.6,stagnant,TRUE
consultations,2020-W41,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,196.2,22246.3,819.4,22.48,0.61,4.5,stagnant,TRUE
consultations,2020-W41,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,578.5,28296.5,2569.5,35.34,0.39,13.3,stagnant,TRUE
consultations,2020-W41,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W42,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,0,10440,816.8,0,0,0,falling,TRUE
consultations,2020-W42,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,2130.7,29557.6,1140.9,145.48,3.77,37.4,rising,TRUE
consultations,2020-W42,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,2942.6,84675.5,4121.8,68.5,1.41,51.7,rising,TRUE
consultations,2020-W42,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,215.6,20240.7,872.9,24.7,0.57,3.8,stagnant,TRUE
consultations,2020-W42,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,404.2,32405.5,3368.6,24.69,0.24,7.1,stagnant,TRUE
consultations,2020-W42,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W43,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,38.3,11453.8,951.5,8.73,0.11,0.4,stagnant,TRUE
consultations,2020-W43,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,2340.6,30036.4,1383.4,159.81,3.47,26.6,stagnant,TRUE
consultations,2020-W43,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,5161.4,84896.3,4923.7,120.15,2.07,58.7,rising,TRUE
consultations,2020-W43,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,241.3,21705.3,1033.7,27.64,0.58,2.7,rising,TRUE
consultations,2020-W43,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,1017.7,32168.5,3955.6,62.17,0.51,11.6,rising,TRUE
consultations,2020-W43,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W44,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,141.7,9296.4,779.4,32.27,0.38,1.4,rising,TRUE
consultations,2020-W44,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,3478,30740.2,1374.9,237.47,5.31,34.6,rising,TRUE
consultations,2020-W44,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,4844.4,89560.2,5042.3,112.77,2,48.2,stagnant,TRUE
consultations,2020-W44,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,339.4,18005.4,870.9,38.88,0.8,3.4,rising,TRUE
consultations,2020-W44,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,1256.9,33860.9,4043.6,76.78,0.64,12.5,rising,TRUE
consultations,2020-W44,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W45,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,43,10199.1,938.2,9.8,0.11,0.4,stagnant,TRUE
consultations,2020-W45,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,2924.5,30047.4,1423.5,199.68,4.21,27.6,stagnant,TRUE
consultations,2020-W45,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,5787.3,86102.6,5087.5,134.72,2.28,54.5,rising,TRUE
consultations,2020-W45,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,446.1,19570.5,1045.1,51.1,0.96,4.2,rising,TRUE
consultations,2020-W45,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,1408.6,32538.3,4079.8,86.05,0.69,13.3,rising,TRUE
consultations,2020-W45,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W46,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,264,9976.6,958.3,60.14,0.63,3.1,rising,TRUE
consultations,2020-W46,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,1992.2,30142.1,1430.5,136.02,2.87,23.1,falling,TRUE
consultations,2020-W46,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,4904.5,86714.6,5140.8,114.17,1.93,57,stagnant,TRUE
consultations,2020-W46,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,452.6,19286.8,1064.6,51.85,0.94,5.3,stagnant,TRUE
consultations,2020-W46,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,996.7,32845.5,4119.8,60.89,0.49,11.6,falling,TRUE
consultations,2020-W46,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W47,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,172.4,10183.8,1014.5,39.28,0.39,2.2,stagnant,TRUE
consultations,2020-W47,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,2170,29698.2,1398.3,148.16,3.15,28.3,stagnant,TRUE
consultations,2020-W47,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,4584.1,85280.9,4959.2,106.71,1.83,59.8,stagnant,TRUE
consultations,2020-W47,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,134.2,19522.8,1098.4,15.37,0.27,1.8,falling,TRUE
consultations,2020-W47,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,607.8,32319.7,3982.5,37.13,0.3,7.9,falling,TRUE
consultations,2020-W47,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W48,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,89.6,9800.9,997.6,20.41,0.2,1.3,falling,TRUE
consultations,2020-W48,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,1231.2,28551,1331.2,84.06,1.8,18.5,falling,TRUE
consultations,2020-W48,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,4474.5,81607.4,4677,104.16,1.82,67.3,stagnant,TRUE
consultations,2020-W48,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,371.8,18783.1,1082.3,42.59,0.74,5.6,stagnant,TRUE
consultations,2020-W48,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,477,30880.1,3753.8,29.14,0.24,7.2,falling,TRUE
consultations,2020-W48,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W49,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,365.9,9597.8,983.2,83.35,0.81,4,rising,TRUE
consultations,2020-W49,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,2042.1,28688.7,1361.2,139.43,2.94,22.5,stagnant,TRUE
consultations,2020-W49,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,4594.4,82281.9,4809.4,106.95,1.83,50.6,stagnant,TRUE
consultations,2020-W49,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,707.6,18503.9,1082,81.06,1.39,7.8,rising,TRUE
consultations,2020-W49,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,1369.6,31074.3,3837.2,83.67,0.68,15.1,rising,TRUE
consultations,2020-W49,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W50,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,45.6,9624.4,1006.8,10.39,0.1,0.5,falling,TRUE
consultations,2020-W50,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,2019.8,28278.7,1387.1,137.91,2.81,23.8,stagnant,TRUE
consultations,2020-W50,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,4995.2,80839.7,4884,116.28,1.92,58.8,stagnant,TRUE
consultations,2020-W50,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,472.4,18479.8,1098.6,54.11,0.91,5.6,stagnant,TRUE
consultations,2020-W50,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,965,30536.4,3912.5,58.95,0.46,11.4,stagnant,TRUE
consultations,2020-W50,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W51,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,278.2,9469.4,1004.3,63.36,0.6,3.1,stagnant,TRUE
consultations,2020-W51,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,1965.4,30553.8,1496.8,134.19,2.74,22,stagnant,TRUE
consultations,2020-W51,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,4628.3,89106.5,5374.6,107.74,1.79,51.8,stagnant,TRUE
consultations,2020-W51,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,712.5,18378.1,1107.1,81.62,1.35,8,stagnant,TRUE
consultations,2020-W51,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,1356.4,33790.4,4316.2,82.86,0.65,15.2,stagnant,TRUE
consultations,2020-W51,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W52,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,99.6,13220.3,606.4,22.69,0.49,3.1,stagnant,TRUE
consultations,2020-W52,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,508.1,37473.5,837.1,34.69,1.55,16,falling,TRUE
consultations,2020-W52,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,2118.7,107456.7,2968.2,49.32,1.79,66.6,falling,TRUE
consultations,2020-W52,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,172.9,25234.6,654.9,19.81,0.76,5.4,falling,TRUE
consultations,2020-W52,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,281.2,40745,2376.5,17.18,0.29,8.8,falling,TRUE
consultations,2020-W52,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2020-W53,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,95.8,13743.4,232.3,21.83,1.29,3.2,stagnant,TRUE
consultations,2020-W53,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,376.6,35010.5,516.9,25.71,1.74,12.7,falling,TRUE
consultations,2020-W53,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1600.6,99303.4,2003,37.26,1.85,54,falling,TRUE
consultations,2020-W53,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,201,26048.8,253.5,23.03,2.37,6.8,stagnant,TRUE
consultations,2020-W53,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,690,37958.4,1634.3,42.15,0.98,23.3,stagnant,TRUE
consultations,2020-W53,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W01,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,81.6,10795.4,664.9,18.53,0.3,1.9,falling,TRUE
consultations,2021-W01,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,816.9,41032.7,1120.9,56.05,2.05,19.3,rising,TRUE
consultations,2021-W01,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,2488.2,125189.5,4314.8,57.51,1.67,58.9,rising,TRUE
consultations,2021-W01,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,285,21729.1,736.6,32.21,0.95,6.7,rising,TRUE
consultations,2021-W01,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,553.8,48206.4,3497.9,33.19,0.46,13.1,stagnant,TRUE
consultations,2021-W01,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W02,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,190.3,9260.1,954.3,43.2,0.42,4.8,rising,TRUE
consultations,2021-W02,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,1091.3,29381.6,1310.1,74.88,1.68,27.7,rising,TRUE
consultations,2021-W02,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,2078.4,87421,4911.2,48.04,0.86,52.7,stagnant,TRUE
consultations,2021-W02,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,191.9,18440.3,1026.6,21.69,0.39,4.9,stagnant,TRUE
consultations,2021-W02,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,392.8,33979.5,4056.8,23.54,0.2,10,falling,TRUE
consultations,2021-W02,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W03,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,179,9846.1,1047.6,40.63,0.38,4.4,stagnant,TRUE
consultations,2021-W03,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,1160,28899.5,1323.8,79.59,1.74,28.2,stagnant,TRUE
consultations,2021-W03,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1835.7,84854.3,4823.5,42.43,0.75,44.7,falling,TRUE
consultations,2021-W03,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,274.9,19308.7,1117.3,31.07,0.54,6.7,stagnant,TRUE
consultations,2021-W03,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,659.9,32873.2,3976.8,39.55,0.33,16.1,rising,TRUE
consultations,2021-W03,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W04,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,147.7,8946,980.3,33.53,0.31,5.4,falling,TRUE
consultations,2021-W04,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,648.6,29216,1302.8,44.5,1,23.7,falling,TRUE
consultations,2021-W04,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1292.3,87042.6,4810.9,29.87,0.54,47.3,falling,TRUE
consultations,2021-W04,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,348.6,17771.8,1053.2,39.39,0.66,12.8,rising,TRUE
consultations,2021-W04,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,296.5,33755.4,3965.8,17.77,0.15,10.8,falling,TRUE
consultations,2021-W04,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W05,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,135.4,9763.1,1065.1,30.73,0.28,3.5,stagnant,TRUE
consultations,2021-W05,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,935.7,29593.4,1290.4,64.2,1.47,24.2,stagnant,TRUE
consultations,2021-W05,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,2079.3,87382.2,4701.6,48.06,0.89,53.8,rising,TRUE
consultations,2021-W05,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,321.8,19244.8,1121,36.37,0.62,8.3,stagnant,TRUE
consultations,2021-W05,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,394,33884.5,3870.9,23.61,0.21,10.2,stagnant,TRUE
consultations,2021-W05,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W06,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,356.9,8640.2,980.2,81.02,0.71,10,rising,TRUE
consultations,2021-W06,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,868.5,26850.1,1159.5,59.59,1.38,24.2,stagnant,TRUE
consultations,2021-W06,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1416.5,79412,4217.3,32.74,0.62,39.5,stagnant,TRUE
consultations,2021-W06,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,724.1,17107.8,1039.8,81.83,1.35,20.2,rising,TRUE
consultations,2021-W06,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,216.6,30812.2,3485.1,12.98,0.11,6,falling,TRUE
consultations,2021-W06,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W07,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,467.1,8486.3,892.6,106.05,1.01,13,rising,TRUE
consultations,2021-W07,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,720,28338.6,1191.6,49.4,1.17,20,falling,TRUE
consultations,2021-W07,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1379.7,84655.5,4410.2,31.89,0.61,38.3,stagnant,TRUE
consultations,2021-W07,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,732.1,16922.5,962.4,82.73,1.45,20.3,stagnant,TRUE
consultations,2021-W07,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,306,32715.1,3612.1,18.34,0.17,8.5,stagnant,TRUE
consultations,2021-W07,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W08,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,187.1,9418.6,945.7,42.47,0.42,5.8,falling,TRUE
consultations,2021-W08,iso_week_sentinella,CH,country,15 - 29,agegroup_ili_ari,all,347.5,29363.6,1244,23.84,0.56,10.7,falling,TRUE
consultations,2021-W08,iso_week_sentinella,CH,country,30 - 64,agegroup_ili_ari,all,1734,87328.5,4644.9,40.08,0.75,53.6,rising,TRUE
consultations,2021-W08,iso_week_sentinella,CH,country,5 - 14,agegroup_ili_ari,all,426.7,18666.2,999,48.22,0.9,13.2,falling,TRUE
consultations,2021-W08,iso_week_sentinella,CH,country,65+,agegroup_ili_ari,all,542,33871.5,3848.4,32.48,0.29,16.7,rising,TRUE
consultations,2021-W08,iso_week_sentinella,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W09,iso_week_sentinella,CH,country,0 - 4,agegroup_ili_ari,all,294.5,10472,1046.4,66.85,0.67,13.2,stagnant,TRUE
